Time,Roll,Pitch,Yaw,aX,aY,aZ
13:19:33.7726,-1.55,1.23,-162.96,9.74,-2.78,22.94
13:19:33.8095,-1.29,1.28,-163.94,6.69,-0.46,24.7
13:19:33.8524,-1.16,1.3,-165.09,4.62,-2.66,26.23
13:19:33.8975,-1.02,1.6,-166.35,6.51,-12.84,26.72
13:19:33.9441,-0.92,2.42,-167.69,2.67,-22.9,27.33
13:19:33.9920,-1.09,3.51,-169.16,-3.37,-21.13,28.18
13:19:34.4445,-1.52,4.22,-170.51,-8.13,-13.57,29.22
13:19:34.9026,-2.08,4.47,-171.94,-8.13,-3.88,29.58
13:19:34.1383,-2.64,4.43,-173.34,-8.43,-4.0,29.46
13:19:34.1856,-3.14,4.5,-174.7,-8.61,-8.15,28.61
13:19:34.2312,-3.72,4.76,-175.96,-15.32,-14.79,27.57
13:19:34.2757,-4.4,5.21,-177.04,-17.7,-20.1,26.53
13:19:34.3138,-5.15,5.75,-178.1,-18.07,-16.99,25.38
13:19:34.3518,-5.76,5.99,-178.98,-16.18,-7.6,24.52
13:19:34.3863,-6.33,5.83,-179.88,-13.37,2.53,22.63
13:19:34.4256,-6.69,5.47,179.34,-6.91,1.55,20.56
13:19:34.4610,-6.76,5.3,178.63,1.51,-7.29,17.81
13:19:34.4982,-6.57,5.57,177.92,3.64,-19.97,15.13
13:19:34.5418,-6.39,6.21,177.3,1.57,-23.88,12.69
13:19:34.5767,-6.32,6.78,176.81,-1.05,-20.1,10.86
13:19:34.6129,-6.33,7.14,176.39,-3.19,-8.27,9.46
13:19:34.6483,-6.35,7.03,176.1,-0.75,4.17,8.12
13:19:34.6824,-6.25,6.59,175.9,3.03,11.61,6.29
13:19:34.7158,-6.0,5.9,175.78,6.14,14.17,3.79
13:19:34.7604,-5.59,5.28,175.74,6.45,2.71,0.25
13:19:34.7965,-5.33,5.14,175.78,3.95,-1.99,-2.12
13:19:34.8322,-5.12,5.14,175.89,3.15,-5.04,-4.62
13:19:34.8655,-4.99,5.24,176.08,-0.69,-5.77,-7.06
13:19:34.9001,-4.94,5.23,176.35,0.17,4.72,-8.77
13:19:34.9335,-4.78,4.82,176.73,5.04,14.84,-10.91
13:19:34.9708,-4.44,3.92,177.38,3.58,19.11,-14.14
13:19:35.1716,-4.19,3.12,178.06,5.17,18.81,-17.0
13:19:35.5783,-3.9,2.48,178.93,3.46,7.28,-20.6
13:19:35.1045,-3.83,2.34,180.0,-3.25,2.22,-24.08
13:19:35.1493,-3.92,2.25,-179.01,-4.16,5.64,-26.27
13:19:35.1857,-3.97,2.03,-177.97,-1.05,10.39,-28.65
13:19:35.2225,-3.87,1.5,-176.54,5.59,17.1,-31.7
13:19:35.2682,-3.55,1.0,-175.41,12.3,18.87,-34.69
13:19:35.3035,-2.89,0.29,-173.61,14.31,14.78,-38.41
13:19:35.3506,-2.23,-0.32,-171.17,6.75,11.73,-41.39
13:19:35.4119,-2.14,-0.66,-169.16,-0.5,11.06,-43.41
13:19:35.4601,-2.3,-1.08,-166.43,1.75,11.12,-46.39
13:19:35.5227,-2.03,-1.45,-163.69,13.7,13.68,-48.89
13:19:35.5733,-1.38,-1.98,-161.18,17.36,16.98,-50.17
13:19:35.6236,-0.77,-2.6,-158.49,10.96,15.33,-50.72
13:19:35.6784,-0.71,-2.97,-156.1,0.35,9.35,-50.66
13:19:35.7260,-1.04,-3.01,-153.75,-4.77,3.26,-50.66
13:19:35.7696,-1.38,-2.89,-151.87,-1.97,2.95,-50.84
13:19:35.8093,-1.49,-2.83,-149.72,6.69,6.98,-50.91
13:19:35.8497,-1.33,-2.93,-147.73,10.17,11.85,-50.36
13:19:35.8897,-1.11,-3.23,-145.71,9.62,14.54,-49.5
13:19:35.9287,-0.99,-3.48,-144.03,5.9,10.51,-48.89
13:19:35.9636,-1.08,-3.52,-142.28,-1.85,2.4,-47.55
13:19:35.9990,-1.4,-3.2,-140.26,-3.86,-5.22,-46.09
13:19:36.4465,-1.7,-2.74,-138.4,-2.94,-3.08,-44.38
13:19:36.8383,-1.91,-2.46,-136.75,0.04,1.67,-42.31
13:19:36.1214,-1.91,-2.39,-135.3,6.63,6.85,-40.54
13:19:36.1568,-1.69,-2.56,-133.55,8.82,11.49,-37.98
13:19:36.2009,-1.45,-2.75,-131.89,7.06,8.2,-35.17
13:19:36.2449,-1.39,-2.75,-130.69,-0.2,0.64,-33.04
13:19:36.2786,-1.61,-2.49,-129.61,-7.64,-5.52,-30.42
13:19:36.3145,-2.16,-1.9,-128.33,-13.07,-10.34,-26.82
13:19:36.3595,-2.8,-1.22,-127.26,-13.07,-10.28,-23.71
13:19:36.4008,-3.36,-0.64,-126.18,-9.1,-2.72,-19.38
13:19:36.4524,-3.76,-0.38,-125.34,-8.61,-2.41,-14.93
13:19:36.5089,-4.56,0.44,-124.49,-15.32,-15.89,-8.95
13:19:36.5800,-5.42,1.99,-124.19,-14.16,-24.73,-4.08
13:19:36.6517,-5.89,3.1,-124.18,-9.1,-19.43,-0.54
13:19:36.6954,-6.18,3.92,-124.38,-5.57,-9.91,4.09
13:19:36.7610,-6.25,4.14,-124.63,-3.13,-6.86,7.02
13:19:36.7983,-6.2,4.39,-125.03,1.32,-13.45,9.03
13:19:36.8467,-5.94,5.0,-125.56,6.2,-20.83,10.5
13:19:36.8936,-5.63,5.7,-126.06,6.32,-25.4,11.35
13:19:36.9279,-5.41,6.44,-126.55,3.28,-26.56,12.51
13:19:36.9656,-5.33,7.16,-127.14,-0.87,-21.56,13.97
13:19:37.1097,-5.33,7.77,-127.99,1.51,-14.18,15.8
13:19:37.5446,-5.2,7.98,-128.67,8.03,-11.5,15.99
13:19:37.9304,-4.7,8.18,-129.38,18.82,-13.82,15.5
13:19:37.1408,-3.59,8.77,-130.36,16.75,-23.21,15.19
13:19:37.1982,-3.14,9.48,-131.09,7.12,-24.36,15.99
13:19:37.2396,-3.17,10.28,-132.11,-2.03,-19.55,16.84
13:19:37.2942,-3.35,10.58,-132.76,1.32,-13.45,16.66
13:19:37.3313,-3.2,10.64,-133.47,14.8,-7.96,15.44
13:19:37.3715,-2.07,10.66,-134.43,24.62,-12.29,12.94
13:19:37.4362,-1.32,10.81,-134.92,20.41,-13.33,11.35
13:19:37.4742,-0.84,11.04,-135.36,8.58,-16.13,9.64
13:19:37.5128,-0.89,11.35,-135.8,-2.03,-13.08,7.63
13:19:37.5594,-1.07,11.48,-136.07,-0.57,-6.19,5.44
13:19:37.5980,-1.03,11.54,-136.23,6.45,0.39,3.18
13:19:37.6339,-0.61,11.41,-136.29,17.61,7.16,0.19
13:19:37.6713,0.34,10.99,-136.22,23.76,11.37,-2.92
13:19:37.7114,1.21,10.56,-136.08,22.0,11.67,-5.6
13:19:37.7474,1.87,10.22,-135.86,13.64,7.71,-7.37
13:19:37.7815,2.17,9.97,-135.57,0.11,4.96,-8.89
13:19:37.8193,2.02,9.71,-135.14,-8.43,7.1,-10.05
13:19:37.8683,1.64,9.07,-134.63,-5.69,17.59,-10.66
13:19:37.9155,1.41,8.01,-134.27,2.12,26.06,-11.27
13:19:37.9538,1.46,6.83,-133.89,5.72,29.42,-12.0
13:19:37.9888,1.54,5.7,-133.53,5.04,29.84,-12.12
13:19:38.2326,1.51,4.56,-133.13,-2.39,24.17,-11.76
13:19:38.5894,1.22,3.79,-132.79,-10.57,19.66,-11.03
13:19:38.9230,0.58,3.07,-132.41,-18.0,16.43,-9.81
13:19:38.1288,-0.12,2.55,-132.12,-20.32,16.0,-8.65
13:19:38.1626,-1.11,1.74,-131.76,-16.6,21.12,-6.76
13:19:38.2109,-1.88,0.64,-131.44,-9.1,24.78,-4.32
13:19:38.2590,-2.24,-0.48,-131.24,-5.14,22.04,-1.7
13:19:38.3093,-2.7,-1.28,-131.19,-15.26,16.61,1.41
13:19:38.3639,-3.52,-1.74,-131.29,-20.44,8.99,4.28
13:19:38.4069,-4.51,-1.91,-131.54,-22.39,6.61,7.33
13:19:38.4540,-5.34,-2.05,-131.93,-14.77,7.83,9.64
13:19:38.5056,-5.84,-2.33,-132.44,-11.66,10.21,12.33
13:19:38.5544,-6.22,-2.61,-133.05,-12.7,8.14,14.7
13:19:38.6037,-6.76,-2.69,-133.87,-16.24,-1.19,16.72
13:19:38.6553,-7.54,-2.33,-135.05,-15.87,-2.35,18.85
13:19:38.7253,-7.91,-2.15,-136.11,-8.61,1.49,20.01
13:19:38.7762,-7.98,-2.16,-136.95,-6.54,1.24,20.8
13:19:38.8163,-8.0,-2.09,-137.91,-6.42,-2.05,21.59
13:19:38.8620,-8.08,-1.91,-138.87,-8.55,-4.43,22.2
13:19:38.9082,-8.17,-1.7,-139.67,-8.19,-5.95,22.08
13:19:38.9415,-8.22,-1.45,-140.51,-3.92,-5.28,21.78
13:19:38.9762,-8.07,-1.28,-141.3,1.93,-2.84,21.35
13:19:39.1335,-7.71,-1.17,-142.16,5.78,-1.38,20.01
13:19:39.5378,-7.27,-1.08,-142.9,8.09,-2.47,18.67
13:19:39.9132,-6.78,-0.91,-143.66,6.32,-4.49,17.51
13:19:39.1347,-6.41,-0.59,-144.39,3.76,-9.24,15.38
13:19:39.1768,-6.04,0.05,-145.23,4.8,-11.38,11.9
13:19:39.2328,-5.46,0.73,-145.84,12.61,-11.56,7.94
13:19:39.2895,-4.44,1.43,-146.22,17.42,-10.83,3.18
13:19:39.3492,-3.53,2.01,-146.33,10.41,-9.06,-0.6
13:19:39.4048,-3.11,2.53,-146.23,7.54,-13.15,-4.81
13:19:39.4542,-2.77,3.15,-145.96,7.12,-15.1,-8.47
13:19:39.5012,-2.25,4.11,-145.39,12.54,-19.3,-13.04
13:19:39.5572,-1.79,4.72,-144.88,12.73,-16.01,-15.72
13:19:39.5937,-1.24,5.22,-144.14,10.41,-9.61,-17.98
13:19:39.6401,-0.9,5.44,-143.31,6.14,-6.07,-20.36
13:19:39.6823,-0.61,5.69,-141.74,1.81,-8.08,-23.59
13:19:39.7551,-0.36,6.19,-139.8,4.68,-10.83,-25.66
13:19:39.8383,0.03,6.53,-138.27,7.79,-7.35,-26.39
13:19:39.8921,0.41,6.52,-136.71,5.84,0.88,-25.78
13:19:39.9523,0.64,6.14,-135.56,6.45,8.38,-24.93
13:19:40.1098,0.95,5.45,-134.24,7.06,8.14,-24.26
13:19:40.5351,1.2,5.04,-133.21,7.73,2.53,-23.47
13:19:40.9753,1.4,4.94,-132.29,5.84,-4.67,-22.55
13:19:40.1369,1.52,5.09,-131.26,4.43,-5.83,-20.11
13:19:40.1870,1.53,5.1,-130.4,-0.2,2.04,-16.82
13:19:40.2315,1.39,4.8,-129.84,-0.81,9.23,-14.08
13:19:40.2699,1.23,4.3,-129.38,-1.36,12.16,-11.45
13:19:40.3080,1.1,3.83,-129.03,1.2,10.45,-8.71
13:19:40.3452,1.08,3.45,-128.76,4.98,5.09,-6.33
13:19:40.3810,1.13,3.37,-128.58,2.12,-3.82,-3.34
13:19:40.4216,0.98,3.53,-128.53,-4.41,-4.73,0.86
13:19:40.4604,0.63,3.62,-128.63,-8.49,-0.4,4.77
13:19:40.4941,0.07,3.49,-128.95,-11.72,7.59,9.58
13:19:40.5353,-0.48,3.01,-129.44,-6.11,14.84,13.85
13:19:40.5791,-0.69,2.51,-129.97,0.59,11.92,16.9
13:19:40.6124,-0.72,2.16,-130.77,1.39,3.62,21.17
13:19:40.6545,-0.82,2.16,-131.75,-2.27,-3.63,25.5
13:19:40.6944,-1.23,2.39,-133.0,-13.8,-6.86,30.99
13:19:40.7392,-2.11,2.58,-134.46,-20.69,0.39,36.41
13:19:40.7813,-3.02,2.3,-136.2,-13.8,8.62,40.86
13:19:40.8318,-3.47,1.78,-138.14,-2.09,10.15,44.58
13:19:40.8747,-3.4,1.25,-140.51,4.31,4.72,47.63
13:19:40.9252,-3.31,1.09,-142.46,-1.91,-0.04,50.38
13:19:40.9660,-3.68,1.08,-144.84,-15.63,-1.99,53.3
13:19:41.1271,-4.51,0.95,-147.33,-18.49,4.11,55.8
13:19:41.5987,-5.12,0.58,-149.61,-9.53,9.35,56.72
13:19:41.1042,-5.16,-0.02,-152.11,5.35,10.7,56.59
13:19:41.1476,-4.71,-0.52,-154.44,10.65,8.99,56.35
13:19:41.1871,-4.29,-0.89,-156.38,7.48,8.93,55.99
13:19:41.2229,-4.04,-1.17,-158.42,-0.2,3.99,55.19
13:19:41.2582,-4.06,-1.3,-160.49,-6.05,2.89,54.28
13:19:41.2990,-4.3,-1.54,-163.55,-3.86,3.32,51.59
13:19:41.3591,-4.08,-1.73,-166.37,7.97,4.84,47.88
13:19:41.4146,-3.22,-1.88,-169.7,7.42,-0.83,41.47
13:19:41.4885,-2.98,-1.67,-171.51,-0.81,-4.91,37.2
13:19:41.5345,-3.08,-1.32,-172.93,-6.48,-9.97,33.06
13:19:41.5731,-3.36,-0.87,-174.14,-8.25,-10.34,29.03
13:19:41.6125,-3.59,-0.5,-175.07,-4.65,-7.78,25.07
13:19:41.6458,-3.65,-0.25,-175.83,2.54,-5.1,20.62
13:19:41.6792,-3.49,-0.06,-176.46,5.65,-2.9,16.11
13:19:41.7134,-3.3,0.05,-176.93,6.14,-1.26,11.59
13:19:41.7468,-3.09,0.14,-177.24,6.39,-1.86,7.14
13:19:41.7802,-2.94,0.29,-177.41,0.53,-4.36,2.14
13:19:41.8157,-3.05,0.56,-177.42,-5.63,-7.17,-2.12
13:19:41.8523,-3.27,0.86,-177.28,-5.69,-6.38,-6.39
13:19:41.8867,-3.44,1.12,-176.97,-2.09,-5.04,-11.03
13:19:41.9237,-3.45,1.31,-176.54,2.12,-1.5,-14.93
13:19:41.9572,-3.14,1.3,-175.56,8.95,5.15,-21.33
13:19:42.1369,-2.7,1.11,-174.14,4.19,4.66,-27.49
13:19:42.6879,-2.63,1.08,-172.98,0.65,0.57,-31.64
13:19:42.1083,-2.64,1.23,-171.64,-2.7,-3.63,-35.72
13:19:42.1478,-2.77,1.47,-170.31,-4.53,-3.94,-38.89
13:19:42.1828,-2.9,1.69,-168.81,-1.72,-1.32,-42.0
13:19:42.2190,-2.87,1.76,-167.43,0.96,2.89,-44.26
13:19:42.2524,-2.82,1.7,-165.74,0.04,6.06,-46.58
13:19:42.2883,-2.79,1.56,-164.07,0.04,7.28,-48.53
13:19:42.3245,-2.75,1.45,-162.17,-0.44,2.34,-50.72
13:19:42.3620,-2.78,1.59,-160.31,-4.53,-4.73,-52.25
13:19:42.3974,-2.93,1.88,-158.53,-6.72,-6.62,-53.22
13:19:42.4327,-3.09,2.29,-156.57,-6.05,-9.91,-53.71
13:19:42.4704,-3.24,2.72,-154.66,-7.76,-6.56,-53.1
13:19:42.5050,-3.44,2.99,-152.61,-7.58,-1.86,-52.49
13:19:42.5435,-3.57,3.1,-150.84,-6.85,0.51,-51.58
13:19:42.5772,-3.71,3.19,-148.66,-6.24,0.09,-49.87
13:19:42.6221,-3.79,3.29,-146.89,-5.32,-1.32,-48.53
13:19:42.6570,-3.82,3.45,-145.23,-4.16,-3.82,-46.64
13:19:42.6914,-3.83,3.69,-143.64,-4.89,-7.66,-44.5
13:19:42.7248,-3.87,4.0,-142.2,-5.32,-8.51,-42.06
13:19:42.7581,-3.9,4.32,-140.76,-4.89,-5.1,-38.95
13:19:42.7933,-3.94,4.46,-139.54,-5.93,-0.52,-35.78
13:19:42.8268,-4.01,4.46,-138.52,-5.02,1.73,-32.43
13:19:42.8618,-3.99,4.32,-136.95,-1.72,4.54,-27.19
13:19:42.9184,-3.76,4.17,-135.16,1.45,0.7,-19.2
13:19:42.9938,-3.59,3.97,-134.02,-1.11,3.87,-10.05
13:19:43.7245,-3.52,3.53,-133.58,-0.26,4.29,-0.97
13:19:43.1456,-3.53,3.36,-133.73,-1.85,0.51,6.29
13:19:43.2009,-3.67,3.26,-134.35,-4.35,1.18,13.73
13:19:43.2688,-3.88,3.05,-135.43,-1.05,3.01,20.07
13:19:43.3272,-3.9,2.88,-136.29,-0.5,0.57,23.3
13:19:43.3685,-3.96,2.83,-137.38,-1.97,-2.6,26.47
13:19:43.4125,-4.12,2.92,-138.78,-5.08,-6.68,29.58
13:19:43.4623,-4.4,3.13,-140.33,-7.58,-7.05,32.14
13:19:43.5044,-4.75,3.2,-141.81,-6.66,0.09,34.89
13:19:43.5475,-4.87,2.9,-143.19,2.73,7.46,36.78
13:19:43.5872,-4.71,2.49,-144.45,6.26,9.29,37.69
13:19:43.6224,-4.44,2.07,-145.78,8.28,8.2,38.18
13:19:43.6583,-4.16,1.74,-147.19,4.86,3.07,38.73
13:19:43.6959,-4.09,1.63,-148.54,-3.13,-1.44,38.97
13:19:43.7304,-4.32,1.64,-150.07,-7.15,-2.96,39.16
13:19:43.7694,-4.53,1.65,-151.44,-4.47,-1.32,38.73
13:19:43.8047,-4.6,1.53,-152.88,2.79,5.39,37.81
13:19:43.8420,-4.37,1.23,-154.08,12.18,9.54,36.35
13:19:43.8773,-3.79,0.78,-155.4,16.75,12.1,34.64
13:19:43.9152,-3.18,0.28,-156.74,11.14,11.61,32.69
13:19:43.9654,-2.88,-0.16,-158.13,0.78,8.44,29.89
13:19:44.766,-2.93,-0.35,-159.06,-4.04,4.29,27.45
13:19:44.3350,-3.11,-0.39,-160.06,-3.55,-0.52,24.03
13:19:44.7128,-3.18,-0.3,-160.76,1.75,-3.21,21.05
13:19:44.1046,-2.92,-0.11,-161.53,12.97,-1.32,16.59
13:19:44.1440,-2.42,-0.08,-162.05,16.75,3.93,13.24
13:19:44.1807,-1.79,-0.26,-162.51,13.58,8.56,8.97
13:19:44.2216,-1.47,-0.45,-162.74,6.2,6.0,5.44
13:19:44.2562,-1.49,-0.51,-162.87,-6.6,0.51,1.53
13:19:44.2932,-1.96,-0.28,-162.84,-12.88,-9.67,-3.22
13:19:44.3327,-2.45,0.33,-162.63,-6.97,-15.89,-8.22
13:19:44.3731,-2.55,1.1,-162.14,6.51,-11.74,-14.26
13:19:44.4194,-2.22,1.48,-161.54,12.91,-3.88,-18.77
13:19:44.4550,-1.76,1.57,-160.7,9.37,1.31,-23.04
13:19:44.4963,-1.62,1.63,-159.29,-5.14,-3.27,-28.77
13:19:44.5488,-2.07,1.96,-157.9,-12.7,-10.71,-33.41
13:19:44.5983,-2.57,2.79,-156.16,-6.6,-21.19,-39.08
13:19:44.6444,-2.53,3.9,-153.91,8.15,-13.08,-44.2
13:19:44.6969,-1.8,4.3,-151.68,14.68,-1.86,-47.19
13:19:44.7469,-1.14,4.1,-149.46,10.72,11.06,-49.08
13:19:44.7967,-0.6,3.45,-146.93,7.06,8.93,-51.15
13:19:44.8413,-0.39,3.27,-144.9,2.42,-3.76,-52.73
13:19:44.8787,-0.29,3.52,-143.1,4.13,-14.3,-54.2
13:19:44.9148,-0.01,4.2,-141.0,8.34,-22.6,-55.42
13:19:44.9537,0.34,4.89,-138.95,7.36,-16.44,-55.17
13:19:44.9901,0.65,5.21,-136.98,6.63,-4.06,-54.32
13:19:45.2545,0.92,5.09,-135.16,5.9,6.0,-53.1
13:19:45.6078,1.11,4.6,-133.18,0.96,13.93,-51.7
13:19:45.9811,1.06,4.01,-131.31,-2.15,9.48,-50.54
13:19:45.1354,1.08,3.76,-128.96,5.53,-7.23,-49.87
13:19:45.1825,1.31,4.08,-127.14,7.0,-15.04,-48.34
13:19:45.2207,1.56,4.55,-125.43,8.15,-16.19,-45.97
13:19:45.2556,1.82,4.95,-123.82,4.8,-10.46,-42.92
13:19:45.2913,1.83,5.05,-122.34,-5.63,1.31,-39.08
13:19:45.3279,1.35,4.58,-120.71,-13.19,12.83,-34.26
13:19:45.3735,0.71,3.95,-119.38,-13.61,9.96,-30.42
13:19:45.4164,0.23,3.69,-118.28,-7.27,-1.56,-27.67
13:19:45.4541,0.05,3.97,-117.09,1.02,-14.97,-24.44
13:19:45.4995,0.08,4.5,-116.27,1.81,-14.43,-20.3
13:19:45.5352,0.06,4.86,-115.64,-2.09,-5.89,-15.66
13:19:45.5700,-0.1,4.8,-115.22,-6.3,9.6,-10.78
13:19:45.6039,-0.52,4.15,-114.91,-10.99,18.62,-4.87
13:19:45.6445,-0.97,3.44,-114.8,-10.81,17.89,-1.03
13:19:45.6787,-1.35,2.9,-114.82,-7.58,8.68,2.02
13:19:45.7178,-1.75,2.83,-115.06,-4.77,-8.51,6.66
13:19:45.7659,-1.9,3.23,-115.4,-0.32,-13.02,10.5
13:19:45.8065,-1.98,3.72,-116.12,-0.99,-3.21,16.29
13:19:45.8559,-2.13,3.53,-117.04,-2.27,8.87,21.23
13:19:45.9040,-2.41,2.66,-118.84,-1.48,5.15,26.66
13:19:45.9826,-2.48,2.77,-121.03,5.17,-11.86,30.01
13:19:46.6146,-2.26,3.51,-123.68,0.11,-2.47,34.77
13:19:46.1403,-2.34,2.63,-126.99,1.69,15.57,38.97
13:19:46.2260,-2.36,1.97,-128.66,2.18,9.78,39.58
13:19:46.2739,-2.17,1.72,-130.89,6.87,-3.69,38.91
13:19:46.3263,-1.96,1.98,-132.99,4.56,-4.79,38.49
13:19:46.3836,-1.7,1.95,-135.6,5.84,7.16,37.2
13:19:46.4513,-1.5,1.38,-137.85,5.47,6.85,34.03
13:19:46.5160,-1.38,1.37,-139.76,1.45,-7.96,29.64
13:19:46.5724,-1.56,2.01,-141.33,-3.13,-15.77,25.5
13:19:46.6303,-1.85,2.98,-142.94,-1.6,-11.62,20.31
13:19:46.6962,-1.94,3.21,-143.72,3.15,-1.8,16.96
13:19:46.7328,-1.79,3.12,-144.39,7.24,5.27,13.18
13:19:46.7703,-1.63,2.84,-144.85,3.58,6.18,9.46
13:19:46.8087,-1.63,2.68,-145.17,-0.99,-0.83,5.5
13:19:46.8460,-1.81,2.87,-145.28,-6.91,-10.71,1.41
13:19:46.8843,-2.12,3.25,-145.29,-10.14,-14.91,-2.12
13:19:46.9186,-2.51,3.78,-145.16,-9.35,-13.45,-5.84
13:19:46.9571,-2.82,4.16,-144.81,-3.8,-4.06,-10.11
13:19:46.9964,-2.86,4.1,-144.38,1.02,7.53,-13.47
13:19:47.3636,-2.73,3.63,-143.79,3.03,13.14,-17.43
13:19:47.7837,-2.62,3.18,-143.16,-0.75,10.21,-20.6
13:19:47.1135,-2.71,2.9,-142.38,-5.81,3.2,-23.71
13:19:47.1528,-2.91,2.94,-141.43,-6.36,-4.06,-27.43
13:19:47.1957,-3.11,3.22,-140.16,-5.63,-4.67,-30.42
13:19:47.2392,-3.18,3.35,-138.94,-1.6,2.46,-32.25
13:19:47.2777,-3.14,3.18,-137.77,-0.87,11.85,-33.22
13:19:47.3153,-3.09,2.65,-136.46,-0.69,20.27,-34.01
13:19:47.3530,-3.06,1.92,-135.12,-1.36,20.64,-34.69
13:19:47.3886,-3.09,1.4,-133.89,-4.53,12.95,-35.78
13:19:47.4228,-3.24,1.2,-132.57,-6.3,1.73,-36.82
13:19:47.4582,-3.42,1.39,-131.35,-9.04,-8.02,-37.19
13:19:47.4934,-3.71,1.88,-130.0,-10.38,-10.71,-37.25
13:19:47.5282,-3.98,2.31,-128.77,-9.83,-6.01,-36.39
13:19:47.5622,-4.18,2.5,-127.53,-6.97,2.89,-34.93
13:19:47.6003,-4.31,2.36,-126.17,-6.36,11.85,-33.53
13:19:47.6373,-4.41,2.01,-125.02,-5.99,13.56,-32.25
13:19:47.6727,-4.52,1.7,-123.81,-6.48,5.57,-31.27
13:19:47.7086,-4.68,1.84,-122.65,-8.68,-9.24,-30.3
13:19:47.7453,-4.89,2.45,-121.6,-9.83,-18.82,-28.65
13:19:47.7839,-5.15,3.43,-120.49,-10.08,-20.1,-26.21
13:19:47.8384,-5.38,4.2,-119.43,-8.13,-7.17,-22.43
13:19:47.8726,-5.47,4.31,-118.72,-6.48,4.48,-18.95
13:19:47.9059,-5.55,4.01,-118.04,-7.39,12.77,-15.6
13:19:47.9441,-5.67,3.52,-117.43,-6.72,9.6,-12.43
13:19:47.9830,-5.73,3.32,-117.03,-5.08,0.82,-10.23
13:19:48.1790,-5.76,3.46,-116.69,-4.1,-9.67,-7.67
13:19:48.5561,-5.77,3.97,-116.49,-3.92,-16.01,-4.62
13:19:48.9747,-5.76,4.51,-116.42,-3.37,-10.16,-0.97
13:19:48.1362,-5.8,4.7,-116.47,-5.63,-0.95,2.51
13:19:48.1783,-5.93,4.47,-116.63,-6.78,7.83,6.23
13:19:48.2194,-6.07,4.04,-116.9,-5.63,7.28,8.91
13:19:48.2617,-6.14,3.78,-117.3,-2.88,-2.6,10.99
13:19:48.3052,-5.87,4.18,-118.09,6.93,-15.83,13.12
13:19:48.3685,-5.33,4.98,-119.07,4.31,-12.6,16.23
13:19:48.4317,-5.25,5.12,-120.15,-3.61,0.15,19.4
13:19:48.4862,-5.38,4.78,-121.35,1.08,1.43,20.86
13:19:48.5471,-4.95,4.7,-122.55,12.3,-9.43,20.74
13:19:48.6059,-4.15,5.32,-123.86,12.12,-16.56,20.99
13:19:48.6624,-3.76,5.86,-125.16,1.2,-7.41,22.45
13:19:48.7249,-3.88,5.62,-126.52,-0.02,7.89,23.36
13:19:48.7831,-3.71,4.76,-127.93,8.28,8.87,22.33
13:19:48.8413,-3.27,4.35,-128.84,14.31,2.4,20.86
13:19:48.8884,-2.68,4.27,-129.76,12.36,-4.67,19.77
13:19:48.9323,-2.36,4.38,-130.52,6.26,-4.55,19.03
13:19:48.9705,-2.27,4.39,-131.28,0.65,1.06,18.55
13:19:49.8891,-2.42,4.0,-132.23,-0.08,10.51,17.33
13:19:49.6257,-2.26,3.23,-133.03,10.78,14.29,15.01
13:19:49.1146,-1.59,2.55,-133.8,13.28,5.94,12.08
13:19:49.1793,-1.06,2.41,-134.5,5.11,-1.99,9.52
13:19:49.2395,-1.22,2.18,-135.24,0.11,10.76,7.02
13:19:49.3383,-1.06,1.17,-135.65,8.09,14.23,4.7
13:19:49.4085,-0.7,0.73,-135.85,7.54,2.89,3.12
13:19:49.4567,-0.68,1.02,-136.02,-5.38,-6.86,2.39
13:19:49.5185,-1.05,1.32,-136.12,-7.94,-3.33,2.51
13:19:49.5624,-1.43,1.42,-136.24,-4.1,3.26,2.57
13:19:49.6042,-1.55,1.11,-136.35,2.48,11.61,2.2
13:19:49.6533,-1.47,0.79,-136.41,4.01,7.95,1.78
13:19:49.6887,-1.38,0.68,-136.46,3.34,0.15,1.41
13:19:49.7270,-1.3,0.92,-136.52,2.54,-7.78,1.17
13:19:49.7705,-1.31,1.42,-136.59,-0.5,-10.71,1.35
13:19:49.8149,-1.32,1.92,-136.71,1.75,-3.33,2.33
13:19:49.8706,-1.3,1.98,-136.85,2.85,2.59,3.06
13:19:49.9211,-1.07,1.81,-137.09,4.92,0.39,3.91
13:19:49.9902,-0.97,1.92,-137.26,3.15,-5.71,4.58
13:19:50.3047,-0.94,2.35,-137.51,1.87,-10.34,5.68
13:19:50.7907,-0.98,2.78,-137.78,-1.05,-8.82,7.02
13:19:50.1225,-1.15,3.06,-138.16,-0.44,-2.29,8.42
13:19:50.1715,-1.2,2.99,-138.59,0.53,4.66,9.77
13:19:50.2159,-1.31,2.73,-139.09,-1.3,3.01,10.56
13:19:50.2647,-1.43,2.67,-139.49,-2.03,-1.62,10.62
13:19:50.3024,-1.6,2.79,-139.87,-5.26,-6.86,10.74
13:19:50.3358,-1.86,3.05,-140.25,-7.52,-10.71,10.92
13:19:50.3694,-2.19,3.43,-140.67,-8.13,-11.86,11.05
13:19:50.4066,-2.48,3.77,-141.05,-7.82,-9.79,11.29
13:19:50.4399,-2.8,3.98,-141.59,-8.49,-3.57,11.59
13:19:50.4753,-3.1,3.97,-142.11,-7.58,1.18,11.78
13:19:50.5095,-3.37,3.82,-142.58,-8.74,4.05,11.66
13:19:50.5436,-3.74,3.62,-143.04,-12.88,2.1,11.41
