Time,Roll,Pitch,Yaw,aX,aY,aZ
13:21:46.5957,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.6337,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.6715,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.7095,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.7477,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.7885,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:46.8272,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:46.8688,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:46.9118,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:46.9508,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:46.9936,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:47.4156,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:47.8696,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:47.1411,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.2095,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.3048,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.3779,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.4363,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.5088,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.5664,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.6031,-83.24,7.83,49.98,0.0,0.0,0.0
13:21:47.6429,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.6828,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.7199,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:47.7580,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.7942,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.8290,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.8648,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.9076,-83.24,7.83,49.98,0.0,0.0,0.0
13:21:47.9428,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:47.9789,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:48.1935,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:48.6836,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:48.1101,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:48.1549,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:48.1951,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:48.2332,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:48.2718,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:48.3062,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:48.3399,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.3824,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.4187,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.4561,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.4917,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.5358,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.5883,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.6273,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.6793,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.7210,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:48.7710,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.8272,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.8729,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.9108,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:48.9473,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:48.9841,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.1989,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.5505,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.9270,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.1435,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.1816,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.2149,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.2571,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.2994,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:49.3368,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.3771,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.4189,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.4578,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.4963,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.5349,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.5795,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.6157,-83.27,7.82,49.98,0.0,0.0,0.0
13:21:49.6541,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.6901,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.7264,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.7607,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.8076,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.8619,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.9124,-83.26,7.82,49.98,0.0,0.0,0.0
13:21:49.9630,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.1394,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.7001,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.1173,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.1571,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.2009,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.2440,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.2881,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.3246,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.3669,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.4206,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.4584,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.4923,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.5320,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.5890,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.6487,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.7324,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:50.8001,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.8760,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.9359,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:50.9979,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.3782,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.8070,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.1164,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.1592,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.1930,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.2305,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.2677,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.3048,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.3384,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:51.3767,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:51.4224,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.4610,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:51.5014,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.5454,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.5901,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.6251,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.6642,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.6990,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:51.7333,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.7889,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.8446,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.8782,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.9172,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.9569,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:51.9908,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.2918,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.6723,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.1050,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.1460,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.1907,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.2277,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.2643,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.3028,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.3462,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:52.4044,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:52.5961,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:52.6427,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:52.6882,-83.29,7.83,49.98,0.0,0.0,0.0
13:21:52.7588,-83.29,7.83,49.98,0.0,0.0,0.0
13:21:52.8131,-83.29,7.83,49.98,0.0,0.0,0.0
13:21:52.8630,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:52.9108,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:52.9535,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:53.7275,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.5689,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.1020,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:53.1470,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:53.1913,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:53.2283,-83.28,7.83,49.98,0.0,0.0,0.0
13:21:53.2811,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.3160,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.3570,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.3944,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.4286,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.4674,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.5048,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.5444,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.5868,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.6238,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.6637,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.7058,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:53.7496,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:53.7931,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:53.8285,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:53.8642,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:53.9034,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:53.9500,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:53.9903,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.3259,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:54.7842,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:54.1238,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:54.1613,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:54.1987,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.2424,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.3099,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.3858,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.4525,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.4993,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.5617,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.6174,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.6589,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.7021,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:54.7472,-83.24,7.82,49.98,0.0,0.0,0.0
13:21:54.7912,-83.24,7.82,49.98,0.0,0.0,0.0
13:21:54.8305,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:54.8639,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:54.9024,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:54.9444,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:54.9846,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:55.2282,-83.25,7.82,49.98,0.0,0.0,0.0
13:21:55.6130,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.1048,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.1381,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.1843,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.2332,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.2837,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.3409,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.3921,-83.25,7.83,49.98,0.0,0.0,0.0
13:21:55.4439,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:55.5043,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:55.5758,-83.25,7.84,49.98,0.0,0.0,0.0
13:21:55.6309,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.6834,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.7381,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.7883,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.8365,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.8849,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.9382,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:55.9914,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.5662,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.1080,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.1549,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.1965,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.2355,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.2698,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.3097,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.3536,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.3917,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.4317,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.4863,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.5258,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.5629,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.6014,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.6376,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:56.6729,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.7093,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.7451,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.7851,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.8185,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.8537,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.8896,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.9253,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:56.9607,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:57.421,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:57.3717,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.7329,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.1081,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.1475,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.1841,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.2378,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.2729,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.3125,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.3510,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.3855,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.4296,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.4759,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.5181,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.5536,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.5956,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.6361,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.6739,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.7126,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:57.7486,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:57.7954,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:57.8694,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:57.9452,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:58.1656,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:58.8038,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:58.1524,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.2198,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:58.2733,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:58.3391,-83.26,7.83,49.98,0.0,0.0,0.0
13:21:58.4041,-83.27,7.83,49.98,0.0,0.0,0.0
13:21:58.4623,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:58.5221,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:58.5741,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:58.6185,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:58.6739,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.7306,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.7946,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.8310,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.8746,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.9148,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.9550,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:58.9923,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.3093,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:59.6955,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:59.1070,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:59.1475,-83.26,7.84,49.98,0.0,0.0,0.0
13:21:59.1844,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.2261,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.2618,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.3075,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.3519,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.4127,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.4717,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.5250,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.5734,-83.27,7.84,49.98,0.0,0.0,0.0
13:21:59.6171,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.6594,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.7181,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.7694,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.8304,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.8819,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.9441,-83.27,7.85,49.98,0.0,0.0,0.0
13:21:59.9954,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.4065,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.9570,-83.26,7.85,49.98,0.0,0.0,0.0
13:22:00.1603,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.2242,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.2669,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.3152,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.3488,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.3929,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.4263,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.4597,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.4998,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.5336,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.5775,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.6132,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.6465,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.6866,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.7200,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.7587,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.7979,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.8376,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.8766,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.9100,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.9447,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:00.9781,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.5614,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.1361,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.2010,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.2352,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.2735,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.3231,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.3639,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:01.4014,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.4687,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.5300,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.5747,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.6100,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.6434,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.6802,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:01.7287,-83.29,7.85,49.98,0.0,0.0,0.0
13:22:01.7702,-83.29,7.86,49.98,0.0,0.0,0.0
13:22:01.8057,-83.29,7.86,49.98,0.0,0.0,0.0
13:22:01.8412,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:01.8796,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:01.9133,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:01.9493,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:01.9881,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.4034,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.7441,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:02.1138,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:02.1504,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.1871,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.2223,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.2595,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.2976,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.3331,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.3808,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.4294,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:02.4852,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:02.5460,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:02.6119,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:02.6672,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:02.7159,-83.27,7.86,49.98,0.0,0.0,0.0
13:22:02.7618,-83.27,7.86,49.98,0.0,0.0,0.0
13:22:02.8141,-83.27,7.86,49.98,0.0,0.0,0.0
13:22:02.8513,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:02.8863,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:02.9214,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:02.9547,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:02.9929,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.3145,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.7136,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.1046,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:03.1397,-83.28,7.86,49.98,0.0,0.0,0.0
13:22:03.1731,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.2150,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.2536,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.2981,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.3444,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.3919,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.4453,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.4985,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.5481,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.6031,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.6556,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.7071,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.7593,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.8066,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.8506,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.8955,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.9330,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:03.9710,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.1205,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.5061,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.1065,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:04.1518,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:04.1899,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.2410,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.2828,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.3225,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.3563,-83.28,7.84,49.98,0.0,0.0,0.0
13:22:04.3918,-83.28,7.85,49.98,0.0,0.0,0.0
13:22:04.4293,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.4667,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.5010,-83.27,7.85,49.98,0.0,0.0,0.0
13:22:04.5390,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.5755,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.6211,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.6772,-83.27,7.84,49.98,0.0,0.0,0.0
13:22:04.7331,-83.26,7.84,49.98,0.0,0.0,0.0
13:22:04.7900,-83.26,7.84,49.98,0.0,0.0,0.0
13:22:04.8465,-83.26,7.84,49.98,0.0,0.0,0.0
13:22:04.9043,-83.26,7.84,49.98,0.0,0.0,0.0
13:22:04.9578,-83.26,7.84,49.98,0.0,0.0,0.0
13:22:05.6084,-83.25,7.84,49.98,0.0,0.0,0.0
13:22:05.5554,-83.25,7.84,49.98,0.0,0.0,0.0
13:22:05.9660,-83.26,7.85,49.98,0.0,0.0,0.0
