UTC,Latitude,Longitude,Altitude
044932.00,34.49113800039286,158.92386699997604,3.9
044933.00,34.11309200033606,158.2233699994693,4.1
044934.00,34.00190200011115,157.02251799946734,4.4
044935.00,34.791351000393334,156.46656799935408,4.5
044936.00,34.55785200022442,156.83349499817487,4.7
044937.00,34.8135890003372,155.86614199834185,4.9
044938.00,35.11380200033768,155.05445499862145,5.2
044939.00,35.24723000000081,154.8098369987334,5.3
044940.00,35.28058700016941,155.11004999923952,5.1
044941.00,34.45778100022426,154.9321459996887,5.0
044942.00,36.32577300005874,153.9870309992939,5.2
044943.00,36.9150800003406,153.95367399811403,5.5
044944.00,37.32648300006035,152.56379899884215,5.5
044945.00,37.648934000004694,149.9730719995683,5.5
044946.00,38.33831200028671,147.82710499917155,5.7
044947.00,38.227122000061804,145.74785199911202,5.8
044948.00,39.65035400000792,145.25861599933594,6.1
044949.00,38.03809900028623,143.63524199989513,6.0
044950.00,37.77124300045434,140.42185099814833,6.1
044951.00,37.68229100017329,137.76440999853727,6.1
044952.00,36.992913000396904,136.3856539989845,6.2
044953.00,38.49397800039933,133.02771599886674,6.1
044954.00,40.56211200023413,129.03599499857938,5.3
044955.00,39.161118000231866,126.8900279981826,5.0
044956.00,37.348721000004204,125.17770199896638,4.8
044957.00,36.459201000227495,123.5765659989638,4.8
044958.00,34.02414000005501,121.79752599941038,4.6
044959.00,32.27845700016455,119.44029799828294,4.3
045000.00,31.18879500038752,117.92811400007831,2.3
045001.00,29.32080300004741,116.1824309996822,0.2
045002.00,27.886452000382175,114.45898599872434,-1.9
045003.00,25.94062699998576,111.40126099911265,-4.0
045004.00,25.15117800020921,105.34140599848487,-5.8
045005.00,23.605637000319078,99.17036099864345,-7.6
045006.00,24.550752000208238,92.73245999947575,-9.0
045007.00,24.673061000152256,86.77267599834249,-10.2
045008.00,25.240129999984628,81.51338899973854,-11.5
045009.00,24.6508230002084,76.6099099982137,-11.9
045010.00,23.01633000003721,72.97399699905054,-12.8
045011.00,22.61604600003657,69.12682299915667,-13.8
045012.00,21.80435900031616,66.71399999943368,-14.4
045013.00,21.237289999978156,64.51243799841885,-14.8
045014.00,20.080914000369557,62.83346899835997,-15.2
045015.00,20.092033000088666,61.31016599841368,-15.2
045016.00,19.64727300020031,59.03077099936508,-14.9
045017.00,19.00237100031163,57.24061199807002,-14.6
045018.00,18.068375000141575,56.92927999986731,-14.0
045019.00,17.968304000141416,57.162779000036245,-13.1
045020.00,17.423473000252898,58.27467899824023,-12.4
045021.00,15.989122000082032,60.33169399886155,-11.9
045022.00,16.32269200025112,61.7549259993133,-11.8
045023.00,15.700028000306292,63.54508499858584,-12.0
045024.00,16.63402399997071,64.76817500004853,-11.9
045025.00,17.52354400025306,65.1128639994311,-11.4
045026.00,16.71185700002702,65.59098099948805,-11.4
045027.00,15.455410000418258,66.23588299937673,-11.5
045028.00,15.199673000305484,67.3922589984797,-11.1
045029.00,14.766032000136237,67.89261399999741,-11.1
045032.00,13.420633000246424,71.03929099938449,-4.0
045035.00,12.097472000300467,70.7501969985975,-4.0
045100.00,13.220491000246103,53.304485998400736,21.8
045101.00,14.854984000417288,54.32743399885185,27.7
045102.00,15.989122000082032,55.0835259999767,29.3
045103.00,16.956475000420685,55.58388099947187,31.3
045104.00,16.945356000195943,55.72842799986538,32.0
045105.00,16.71185700002702,55.795141998180036,33.6
045106.00,16.68961900008317,56.18430699846158,34.3
045107.00,17.06766500013996,56.795851999192934,34.3
045108.00,17.03430799997136,57.08494599997994,36.3
045109.00,17.52354400025306,57.4296349993625,37.7
045110.00,17.745924000197235,56.740256998574836,39.5
045111.00,17.723686000253384,56.87368499924924,41.2
045112.00,17.378997000365192,57.262849999530765,43.1
045113.00,16.63402399997071,57.27396899924989,45.2
045116.00,15.61107600002524,64.18998699847452,44.2
045117.00,14.04329700019125,70.3054369997204,41.8
045118.00,11.141238000186558,72.4514039980946,42.6
045119.00,8.439321000182188,73.56330399832113,42.7
045120.00,5.570619000346096,74.93094099815481,43.3
045121.00,3.724865000455474,77.75516699962009,33.4
045122.00,0.9784720000577635,78.26664099883438,34.3
045123.00,-1.8012780000029125,78.80035299950941,35.5
